director,peso_diretor
Antonietta de Lillo,7.1
Antonin Peretjatko,6.3
Antonin Svoboda,5.8
Antonino D'Ambrosio,5.7
Antonio Banderas,6.3
Antonio Bido,6.1
Antonio Campos,6.2
Antonio Chavarr�as,5.5
Antonio Climati,3.9
Antonio Hens,6.2
Antonio Hern�ndez,5.2
Antonio Margheriti,5.0
Antonio Mercero,7.6
Antonio Negret,5.8
Antonio Nuic,
Antonio Pietrangeli,7.0
Antonio Serrano,6.2
Antonio Tibaldi,6.5
Antonio Tublen,6.6
Antonio Zavala Kugler,5.6
Antonio del Real,7.2
Antonis Aggelopoulos,5.8
Antony Balch,5.2
Antony Cordier,5.9
Antony Hoffman,5.6
Antony J. Bowman,6.4
Antony Szeto,6.0
Antony Thomas,6.9
Anton�n Moskalyk,6.7
Antti Haase,6.4
Antti Haikala,3.9
Antti Heikki Pesonen,6.4
Antti Jokinen,6.3
Antti-Jussi Annila,6.2
Antun Vrdoljak,6.9
Ant�nio Lopes Ribeiro,7.8
Ant�nio-Pedro Vasconcelos,6.2
Anu Menon,5.7
Anubhav Sinha,5.6
Anucha Boonyawatana,7.3
Anup Bhandari,9.2
Anup Singh,6.5
Anupam Kher,5.6
Anupam Sharma,
Anurag Basu,6.5
Anurag Kashyap,7.6
Anurag Singh,4.6
Anwar Rasheed,8.2
Anwar Safa,7.3
Anya Camilleri,3.1
Apichatpong Weerasethakul,7.2
Apoorva Lakhia,5.1
April Mullen,5.0
April Wright,7.8
Aprill Winney,8.1
Aram Avakian,6.4
Aram Rappaport,5.7
Arash T. Riahi,7.4
Arbaaz Khan,5.0
Arch Hall Sr.,2.2
Arch Nicholson,7.6
Arch Oboler,5.8
Archibald Flancranstin,4.7
Archie Borders,6.5
Archie Mayo,6.8
Argyris Papadimitropoulos,
Ari Alexander Ergis Magn�sson,7.3
Ari Folman,7.3
Ari Gold,6.3
Ari Kirschenbaum,5.6
Ari Novak,2.9
Ari Sandel,6.7
Ari Taub,5.2
Ariane Mnouchkine,7.4
Aric Avelino,6.2
Arie Posin,6.8
Ariel Kleiman,6.9
Ariel Rotter,6.0
Ariel Vromen,6.1
Ariel Winograd,7.1
Ariel Zeitoun,4.2
Arild Andresen,7.0
Arild Fr�hlich,5.7
Arild �stin Ommundsen,6.4
Aris Bafaloukas,5.7
Aris Iliopulos,6.3
Aris Kaplanidis,5.5
Aristomenis Tsirbas,6.7
Arivazhagan Venkatachalam,7.6
Arjun Sablok,5.1
Arjun Sajnani,4.9
Arlene Sanford,5.4
Arliss Howard,6.2
Armagan Ballantyne,6.5
Arman Gevorgyan,5.2
Armand Lohikoski,5.4
Armand Mastroianni,5.3
Armand Schaefer,5.4
Armando Bo,7.0
Armando Crispino,5.8
Armando Iannucci,7.5
Armando Robles Godoy,7.4
Armen Evrensel,7.5
Armyan Bernstein,5.7
Arna Selznick,6.6
Arnaud Desplechin,6.7
Arnaud Lemort,5.1
Arnaud Viard,6.6
Arnaud des Palli�res,6.1
Arnauld Mercadier,6.5
Arne Birkenstock,7.1
Arne Feldhusen,7.5
Arne Glimcher,6.4
Arne Mattsson,6.0
Arne Skouen,7.5
Arne Toonen,6.4
Arnold Fanck,6.4
Arnold L. Miller,6.0
Arnold Laven,6.4
Arnold Perl,7.3
Arnold Schwartzman,6.8
Arnold Schwarzenegger,4.7
Arnon Goldfinger,6.9
Aron Lehmann,
Art Camacho,4.5
Art Clokey,6.2
Art Linson,6.4
Artavazd Peleshian,7.8
Arthur Allan Seidelman,5.5
Arthur Allen,
Arthur Barron,7.0
Arthur Berthelet,5.7
Arthur Borman,6.7
Arthur Bradford,7.7
Arthur C. Pierce,2.3
Arthur Crabtree,6.5
Arthur Cullipher,5.5
Arthur Davis,7.0
Arthur Dreifuss,5.5
Arthur Ginsberg,7.8
Arthur Greville Collins,6.4
Arthur H. Leonard,6.4
Arthur H. Nadel,5.4
Arthur Hiller,6.2
Arthur Hilton,3.6
Arthur Joff�,4.7
Arthur Lipsett,7.3
Arthur Louis Fuller,4.3
Arthur Lubin,6.9
Arthur Luhn,3.6
Arthur Marks,5.9
Arthur Penn,6.8
Arthur Pierson,6.1
Arthur Ripley,6.7
Arthur Robison,6.8
Arthur Romeo,3.6
Arthur Sinclair,3.1
Arthur Vincie,5.5
Arthur de Pins,6.8
Artie Mandelberg,4.8
Arto Halonen,6.6
Arto Koskinen,7.0
Arto Lehkamo,4.7
Arto Tuohimaa,7.2
Artour Aristakisian,7.7
Artur Wiecek,6.0
Arturo Menendez,7.1
Arturo Ripstein,7.1
Arturo Ruiz Castillo,
Artus de Penguern,6.9
Artyom Aksyonenko,4.2
Artyom Mazunov,3.2
Arunas Matelis,8.6
Arunas Zebriunas,7.7
Arvin Brown,6.9
Arvin Chen,6.7
Arvo Kruusement,7.7
Asako Hyuga,7.1
Asaph Polonsky,
Ascanio Celestini,6.7
Asger Leth,6.6
Asghar Farhadi,8.1
Ash Adams,4.8
Ash Baron-Cohen,6.3
Ash Brannon,
Ash Christian,4.9
Ashim Ahluwalia,6.7
Ashish R. Mohan,4.2
Ashley Miller,6.2
Ashutosh Gowariker,7.5
Ashwani Dhir,6.3
Ashwini Chaudhary,3.5
Ashwiny Iyer Tiwari,
Asia Argento,6.1
Asiel Norton,6.9
Asier Altuna,7.0
Asif Kapadia,6.8
Ask Hasselbalch,5.4
Assaf Bernstein,6.8
Assi Dayan,6.5
Astra Taylor,7.2
Ataru Oikawa,4.9
Ate de Jong,5.2
Athina Rachel Tsangari,6.3
Atif Yilmaz,8.3
Atil Ina�,5.8
Atiq Rahimi,7.0
Atle Knudsen,5.6
Atom Egoyan,6.7
Atro Lahtela,4.6
Atsushi Takahashi,7.2
Atsushi Takeuchi,5.9
Atsuya Uki,7.0
Attila Dargay,8.2
Attila Gigor,7.6
Attila Till,
Attila �rpa,7.8
Atul Agnihotri,4.5
Atul Kale,7.8
Aubrey Nealon,6.7
Aubrey Powell,7.2
Audrey Cummings,7.5
Audrey Dana,5.3
Audrey Wells,6.4
Audrius Juzenas,6.9
Audrius Stonys,7.6
Audu Paden,4.3
Augusto Genina,6.7
Auli Mantila,6.7
Aun Hoe Goh,4.4
Auraeus Solito,6.4
Aurelio Grimaldi,5.6
Aurora Guerrero,5.9
Aur�lien Gerbault,6.9
Austin Chick,5.4
Austin Jack Lynch,7.1
Austin Stark,4.5
Ava DuVernay,7.0
Avadhoot Gupte,6.9
Avery Crounse,4.8
Avi Lewis,
Avi Nesher,6.0
Avie Luthra,7.1
Avinash Arun,8.1
Avishai Sivan,7.0
Aviva Kempner,7.5
Axel Corti,5.8
Axel Peters�n,5.5
Axel Sand,4.6
Axelle Carolyn,5.2
Axelle Ropert,5.9
Ayan Mukherjee,7.2
Ayelet Menahemi,7.3
Ayta� Agirlar,6.7
Ayush Raina,5.3
Azazel Jacobs,6.3
Aziz Mirza,5.9
Azuma Morisaki,7.3
B. Reeves Eason,7.2
B. Unnikrishnan,7.0
B.S. Johnson,7.4
BJ Davis,3.4
BJ McDonnell,5.6
Babak Anvari,
Babak Najafi,6.4
Babak Payami,6.7
Babbar Subhash,6.3
Babette Mangolte,7.0
Babis Makridis,5.4
Baek Woon-hak,6.8
Bagrat Oganesyan,6.7
Bahman Farmanara,6.9
Bahman Ghobadi,7.5
Bahram Beizai,8.1
Bahram Tavakoli,8.1
Bailey Kobe,
Baillie Walsh,7.1
Bakhtyar Khudojnazarov,6.9
Bakhyt Kilibayev,7.1
Bala,8.0
Balaji Shaktivel,8.0
Baldvin Zophon�asson,7.3
Baltasar Korm�kur,6.7
Banjong Pisanthanakun,7.5
Banks Helfrich,6.2
Banksy,8.1
Banmei Takahashi,7.4
Bao Nguyen,6.7
Baran bo Odar,7.3
Barbara Albert,6.0
Barbara Bialowas,5.4
Barbara Hammer,5.8
Barbara Kopple,6.8
Barbara Loden,7.1
Barbara Peeters,5.0
Barbara Sass,5.7
Barbara Schroeder,6.9
Barbara Sonneborn,7.2
Barbara Stepansky,5.2
Barbara Tops�e-Rothenborg,5.8
Barbara-Anne Steegmuller,7.2
Barbet Schroeder,6.7
Barbra Streisand,6.5
Barmak Akram,6.9
Barnet Bain,
Barnet Kellman,5.2
Barney Elliott,7.6
Barra Grant,5.7
Barry Avrich,6.5
Barry Barclay,7.5
Barry Battles,6.3
Barry Bowles,5.4
Barry Bruce,6.4
Barry Caillier,4.8
Barry J. Hershey,6.2
Barry Jenkins,6.8
Barry Levinson,6.5
Barry Mahon,1.4
Barry Pollack,5.2
Barry Primus,5.4
Barry Shear,5.6
Barry Shils,6.4
Barry Skolnick,6.5
Barry Sonnenfeld,6.3
Barry W. Blaustein,6.3
Bart Freundlich,5.8
Bart Layton,7.5
Bartek Kulas,7.0
Bartosz Kedzierski,4.7
Bartosz Konopka,7.6
Basel Owies,5.8
Basil Coleman,7.1
Basil Dearden,7.1
Basil Khalil,6.7
Basil Wright,6.4
Bassam Kurdali,5.8
Bastian G�nther,5.5
Basu Chatterjee,7.8
Batan Silva,6.7
Bavo Defurne,7.3
Baz Luhrmann,7.1
Beata G�rdeler,6.6
Beatriz Sanch�s,5.9
Becky Smith,6.4
Beeban Kidron,6.3
Behnam Behzadi,6.3
Bejoy Nambiar,7.4
Bela Negi,5.4
Belinda Sallin,7.1
Ben Affleck,7.7
Ben Aston,6.7
Ben Bolt,6.7
Ben Bowman,6.5
Ben Briand,7.3
Ben Browder,
Ben C. Lucas,6.0
Ben Chanan,7.3
Ben Charles Edwards,
Ben Chessell,
Ben Coccio,7.4
Ben Cookson,4.2
Ben Cresciman,
Ben Drew,7.0
Ben Falcone,4.8
Ben Gluck,6.3
Ben Hickernell,5.8
Ben Hopkins,7.0
Ben Jehoshua,4.9
Ben Jones,7.0
Ben Kellett,4.1
Ben Ketai,5.0
Ben Lewin,6.8
Ben Lewis,7.0
Ben Miller,4.4
Ben Niles,7.9
Ben Oliver,4.3
Ben Palmer,6.9
Ben Parker,1.9
Ben Patterson,8.8
Ben Ramsey,6.7
Ben Rekhi,5.7
Ben Rivers,6.8
Ben Rock,6.1
Ben Shapiro,7.1
Ben Sharpsteen,7.7
Ben Sharrock,
Ben Smallbone,
Ben Sombogaart,6.7
Ben Stassen,5.5
Ben Steinbauer,7.2
Ben Stiller,6.7
Ben Verbong,5.7
Ben Wagner,5.0
Ben West,6.3
Ben Wheatley,6.4
Ben Wolfinsohn,6.7
Ben Wright,7.5
Ben Younger,6.8
Ben van Lieshout,4.8
Benedek Fliegauf,6.9
Benedict Andrews,
Benedikt Erlingsson,6.9
Benh Zeitlin,7.3
Benito Alazraki,5.7
Benito Perojo,6.4
Benito Zambrano,7.5
Benjamin Cantu,6.7
Benjamin Carland,3.3
Benjamin Caron,7.7
Benjamin Christensen,7.0
Benjamin Cleary,
Benjamin Cooper,
Benjamin Cox,
Benjamin Dickinson,6.2
Benjamin Epps,6.3
Benjamin Fingerhut,7.2
Benjamin Gilmour,6.8
Benjamin Guedj,6.6
Benjamin Heisenberg,6.8
Benjamin Leavitt,7.4
Benjamin Quabeck,6.7
Benjamin R. Moody,
Benjamin Rocher,6.1
Benjamin Ross,7.1
Benjamin Statler,7.5
Benjamin Stoloff,5.9
Benjamin Whalley,7.8
Benjam�n Naishtat,4.7
Benjam�n �vila,7.1
Bennett Davlin,5.2
Bennett Miller,7.5
Benni Diez,5.0
Benni Setiawan,6.9
Benny Boom,5.6
Benny Chan,6.3
Benny Zenga,7.5
Beno�t Jacquot,6.4
Beno�t Mariage,6.9
Beno�t Pilon,7.5
Beno�t P�tr�,5.4
Benson Lee,6.7
Bent Christensen,7.5
Bent Hamer,6.7
Beom-gu Cho,6.3
Berit Nesheim,7.1
Bernard B. Ray,6.2
Bernard Bellefroid,6.9
Bernard Borderie,6.9
Bernard Deyri�s,6.9
Bernard Girard,5.1
Bernard Gourley,3.4
Bernard Knowles,6.2
Bernard L. Kowalski,4.7
Bernard McEveety,6.0
Bernard Queysanne,8.2
Bernard Rapp,7.0
Bernard Rose,6.0
Bernard Salzmann,5.7
Bernard Vorhaus,6.1
Bernard Werber,5.3
Bernard �mond,7.1
Bernard-Henri L�vy,2.4
Bernardo Bertolucci,7.1
Bernardo Palmeiro,7.6
Bernardo Ruiz,8.4
Bernd B�hlich,5.5
Bernd Eichinger,5.6
Bernd Sahling,6.6
Bernd Schaarmann,
Bernhard Wicki,7.4
Bernie Denk,5.3
Bernt Amadeus Capra,7.6
Bert Haanstra,7.6
Bert I. Gordon,4.1
Bert Kish,6.7
Bert L. Dragin,5.5
Bert Marcus,7.3
Bert Ring,6.2
Bertha Bay-Sa Pan,6.4
Bertie Stephens,5.3
Bertrand Blier,6.7
Bertrand Bonello,6.3
Bertrand Normand,7.4
Bertrand Tavernier,7.1
Bess Kargman,7.6
Bestor Cram,6.9
Beth Harrington,7.7
Beth McCarthy-Miller,7.4
Beth Schacter,5.4
Bethany Rooney,6.2
Bethel Buckalew,5.2
Betsan Morris Evans,6.0
Betsy Blankenbaker,5.8
Bette Gordon,5.6
Bettina Bl�mner,5.8
Bettina Oberli,7.2
Bettina Wilhelm,
Betty Kaplan,5.1
Betty Thomas,5.8
Beverly Sebastian,4.9
Bhadran,6.6
Bhandit Thongdee,4.4
Bharat Nalluri,6.3
Bharat Rangachary,5.8
Bharathi Rajaa,6.3
Bhaskar,7.7
Bhushan Patel,4.8
Bibo Bergeron,6.7
Bigas Luna,6.2
Bilal Lashari,8.5
Bill Baggs,5.9
Bill Bannerman,4.5
Bill Bennett,5.5
Bill Berry,5.3
Bill Bixby,5.8
Bill Brame,4.5
Bill Condon,6.3
Bill Corcoran,4.8
Bill Cosby,8.3
Bill Cote,6.5
Bill Couturi�,5.3
Bill D'Elia,6.6
Bill Douglas,7.5
Bill Duke,6.0
Bill Eagles,6.0
Bill Fishman,4.1
Bill Forsyth,6.6
Bill Froehlich,4.1
Bill Guttentag,5.4
Bill Haney,8.0
Bill Kalmenson,5.8
Bill Karn,5.7
Bill Kopp,6.4
Bill Kroyer,6.4
Bill L. Norton,6.1
Bill Maher,6.3
Bill Marchant,6.1
Bill McAdams Jr.,3.5
Bill Melendez,7.7
Bill Milling,4.2
Bill Morrison,6.9
Bill Muir,4.7
Bill Paxton,7.4
Bill Perez,7.1
Bill Persky,6.7
Bill Philputt,7.6
Bill Plympton,7.0
Bill Pohlad,7.7
Bill Purple,
Bill Rebane,2.5
Bill Ryan,6.8
Bill Semans,6.0
Bill Sherwood,7.8
Bill Siegel,7.1
Bill Teck,7.6
Bill Wilson,7.4
Bill Zebub,2.3
Bille August,7.1
Bille Woodruff,5.5
Billy Bob Thornton,6.4
Billy Chan,5.6
Billy Corben,7.1
Billy Crystal,6.7
Billy Federighi,5.5
Billy Grundfest,6.4
Billy Hopkins,5.5
Billy Kent,5.6
Billy Morrissette,6.8
Billy O'Brien,4.8
Billy Ray,7.1
Billy Samoa Saleebey,5.4
Billy Senese,4.8
Billy Weber,5.7
Billy Wilder,7.6
Bimal Roy,7.5
Bing Wang,7.6
Birger Larsen,6.4
Birgit Grosskopf,6.7
Birgit M�ller,7.0
Bitte Andersson,5.3
Bitto Albertini,5.3
Bix Skahill,3.9
Biyi Bandele,6.1
Bjoern Richie Lob,7.3
Bjorn Opsahl,7.4
Bj�rn Br. Bj�rnsson,6.2
Bj�rn Runge,6.0
Bj�rne Larson,4.8
Blackie Shou Liang Ko,6.6
Blaine Thurier,7.1
Blair Erickson,5.5
Blair Hayes,5.6
Blair Treu,6.8
Blair Underwood,5.6
Blake Calhoun,6.8
Blake Edwards,6.4
Blake Freeman,4.9
Blake Van de Graaf,5.6
Blayne Weaver,5.5
Blaz Zavrsnik,6.8
Bo Arne Vibenius,6.3
Bo Hermansson,6.8
Bo Mathorne,7.8
Bo Mikkelsen,
Bo Welch,3.8
Bo Widerberg,7.1
Bo Zenga,3.6
Boaz Davidson,5.5
Boaz Yakin,6.7
Bob Balaban,6.2
Bob Bralver,3.9
Bob Brooks,5.1
Bob Byington,6.2
Bob Christie,7.3
Bob Clark,5.4
Bob Claver,3.6
Bob Dahlin,4.8
Bob Dolman,5.5
Bob Ellis,6.1
Bob Fosse,7.5
Bob Fugger,5.1
Bob Gale,7.7
Bob Gebert,6.4
Bob Giraldi,6.9
Bob Gosse,6.2
Bob Hathcock,6.9
Bob Hercules,6.8
Bob Hoge,2.9
Bob Keen,3.8
Bob Kelljan,5.7
Bob Kline,6.1
Bob Logan,3.8
Bob McNaught,5.7
Bob Misiorowski,3.5
Bob Nelson,
Bob Odenkirk,6.2
Bob Rafelson,6.2
Bob Saget,5.7
Bob Smeaton,7.5
Bob Spiers,3.7
Bob Swaim,6.0
Bob Sweeney,6.8
Bob Swerer Jr.,8.3
Bob Yari,
Bobbito Garcia,
Bobby A. Suarez,6.0
Bobby Boermans,5.5
Bobby Garabedian,7.9
Bobby Roe,5.1
Bobby Roth,5.8
Bobby Sheehan,4.6
Bobcat Goldthwait,6.7
Bogdan Drobyazko,3.7
Bogdan George Apetri,6.7
Boguslaw Linda,6.3
Bohdan Sl�ma,7.0
Bonnie Hunt,6.9
Bora Dagtekin,7.1
Boris Acosta,7.1
Boris Barnet,7.3
Boris Durov,6.7
Boris Frumin,7.5
Boris Grigorev,6.4
Boris Ingster,6.7
Boris Khlebnikov,6.5
Boris Kunz,6.3
Boris Lehman,
Boris Malagurski,8.1
Boris Petroff,2.7
Boris Quercia,5.4
Boris Rodriguez,5.6
Boris Rytsarev,6.9
Boris Sagal,6.4
Boris Stepantsev,8.2
Boris von Sychowski,4.2
Borivoj Zeman,7.6
Borja Brun,4.2
Borja Cobeaga,6.7
Borys Lankosz,7.1
Bostjan Hladnik,7.3
Boudewijn Koole,7.1
Bouli Lanners,6.8
Bowie Lau,5.4
Boyd Kirkland,7.3
Bozidar 'Bota' Nikolic,5.5
Brad Anderson,6.7
Brad Bernstein,7.6
Brad Besser,8.0
Brad Bird,7.5
Brad Copeland,6.6
Brad Crawford,6.6
Brad Epstein,
Brad Furman,6.2
Brad Isaacs,7.5
Brad J. Silverman,6.1
Brad Leong,6.3
Brad McGann,7.7
Brad Mirman,7.0
Brad Osborne,5.2
Brad Peyton,5.5
Brad Silberling,6.4
Brad Sykes,2.7
Brad T. Gottfred,6.5
Brad Turner,5.2
Braden King,6.0
Bradford May,6.1
Bradley Battersby,6.2
Bradley Beesley,7.6
Bradley Cox,7.7
Bradley Kaplan,7.9
Bradley King,6.4
Bradley Parker,5.0
Bradley R. Swirnoff,5.0
Bradley Raymond,6.4
Bradley Rust Gray,5.4
Bradley Scott Sullivan,5.4
Bradley Walsh,5.5
Brady Corbet,
Brady Kiernan,6.3
Brahim Chkiri,6.6
Branden Kramer,7.8
Brandon Beckner,5.4
Brandon Camp,5.6
Brandon Cronenberg,5.6
Brandon Slagle,5.5
Brandon Vietti,6.7
Branko Schmidt,7.5
Brant Sersen,5.8
Breck Eisner,6.5
Brendan Fletcher,6.5
Brendan Maher,5.0
Brendan Toller,7.3
Brendon O'Loughlin,5.0
Breno Silveira,7.0
Brent Hodge,5.6
Brent Huff,5.0
Brent Maddock,5.4
Brent McCorkle,7.2
Brent Shields,7.3
Brent Young,6.5
Brent Zacky,7.4
Brenton Spencer,4.7
Bret Fetzer,7.2
Bret McCormick,4.3
Bret Wood,5.1
Bretaigne Windust,7.0
Brett C. Leonard,6.1
Brett Donowho,4.7
Brett Gaylor,7.6
Brett Haley,6.5
Brett Harvey,8.4
Brett Ingram,7.4
Brett Kelly,2.8
Brett Leonard,4.9
Brett Morgen,7.5
Brett Parker,4.9
Brett Piper,3.7
Brett Rapkin,
Brett Ratner,6.5
Brett Ryan Bonowicz,6.9
Brett Simmons,4.8
Brett Simon,6.3
Brett Sullivan,6.5
Brett Thompson,5.7
Brett Whitcomb,7.5
Brian A Miller,4.7
Brian Ackley,4.9
Brian Baugh,7.1
Brian Brough,5.1
Brian Caunter,6.0
Brian Clemens,6.6
Brian Clyde,3.4
Brian Crano,6.7
Brian Cross,7.5
Brian Dannelly,6.7
Brian De Palma,6.5
Brian DeCubellis,
Brian Desmond Hurst,7.3
Brian Evans,5.2
Brian Falk,6.5
Brian Flemming,7.0
Brian G. Hutton,6.6
Brian Gibson,6.5
Brian Gilbert,6.2
Brian Goodman,6.7
Brian Grant,5.7
Brian Greif,
Brian Hannant,4.2
Brian Hecker,5.7
Brian Helgeland,7.0
Brian Henson,7.3
Brian Herzlinger,6.0
Brian Hill,6.1
Brian Holden,8.2
Brian Horiuchi,4.2
Brian Iglesias,8.3
Brian Ivie,7.7
Brian J. Terwilliger,8.5
Brian James O'Connell,7.8
Brian Jett,5.3
Brian K. Roberts,4.5
Brian Katkin,5.2
Brian King,5.7
Brian Kirk,7.3
Brian Klein,7.7
Brian Klugman,
Brian Knappenberger,7.8
Brian Larsen,6.2
Brian Levant,4.8
Brian Malone,6.8
Brian McNamara,3.9
Brian Meece,2.1
Brian Mills,8.0
Brian Myers,8.5
Brian O'Hara,4.8
Brian O'Malley,5.6
Brian Peck,4.7
Brian Percival,7.6
Brian Petsos,7.9
Brian Pimental,6.1
Brian Pulido,3.7
Brian Robbins,5.5
Brian Roberts,7.3
Brian Skeet,5.4
Brian Skiba,4.1
Brian Sloan,6.8
Brian Smith,5.6
Brian Smrz,5.7
Brian Spitz,5.6
Brian Stillman,6.8
Brian T. Jaynes,2.9
Brian Trenchard-Smith,5.1
Brian W. Cook,6.1
Brian Welsh,
Brian Yuzna,5.4
Brice Cauvin,5.2
Brice Mack,5.4
Bridget Terry,7.6
Brigitte Berman,7.5
Brigitte Ro�an,5.7
Brillante Mendoza,6.6
Brin Hill,7.2
Brit McAdams,6.7
Britni West,6.3
Britt Allcroft,3.5
Britt Napier,3.6
Britta Sjogren,7.6
Brittany Goodwin,7.9
Bronwen Hughes,6.0
Brook Silva-Braga,7.9
Brooks Branch,4.8
Bruce A. Block,3.4
Bruce A. Evans,6.6
Bruce Baillie,6.4
Bruce Beresford,6.4
Bruce Best,8.6
Bruce Bilson,7.2
Bruce Branit,7.4
Bruce Brown,7.8
Bruce Burgess,6.9
Bruce Campbell,5.8
Bruce Conner,7.1
Bruce D. Clark,4.8
Bruce Davison,2.8
Bruce Geller,6.4
Bruce Goodison,6.8
Bruce Gowers,8.3
Bruce Hendricks,2.2
Bruce Hunt,5.1
Bruce Joel Rubin,6.8
Bruce Kessler,5.8
Bruce Kimmel,3.0
Bruce La Bruce,5.2
Bruce Leddy,5.6
Bruce Lee,7.3
Bruce Malmuth,4.3
Bruce McCulloch,5.3
Bruce McDonald,6.5
Bruce Neibaur,6.0
Bruce Paltrow,6.0
Bruce Pittman,6.7
Bruce Ricker,6.9
Bruce Robinson,6.8
Bruce W. Smith,5.4
Bruce W. Timm,7.6
Bruce Weber,7.9
Brunella Fil�,
Brunello Rondi,5.3
Bruno Barreto,6.4
Bruno Bianchi,5.1
Bruno Bozzetto,7.6
Bruno Corbucci,5.5
Bruno Dumont,6.4
Bruno Irizarry,7.3
Bruno Mattei,4.5
Bruno Nuytten,7.3
Bruno Oliviero,5.0
Bruno Podalyd�s,6.7
Bruno VeSota,3.3
Bryan Barber,6.2
Bryan Bertino,5.5
Bryan Bockbrader,5.1
Bryan Brewer,
Bryan Buckley,6.3
Bryan Carzan,6.7
Bryan Fogel,4.3
Bryan Forbes,7.1
Bryan Foy,7.3
Bryan Goeres,5.0
Bryan Goluboff,6.5
Bryan Gordon,5.9
Bryan Johnson,5.3
Bryan Lefler,5.7
Bryan Lewis,5.3
Bryan Michael Stoller,2.3
Bryan Poyser,5.8
Bryan Ramirez,5.2
Bryan Singer,7.1
Bryan Spicer,5.0
Bryan Tucker,7.7
Bryce Olson,3.4
Bryce Wagoner,5.8
Bryn Higgins,5.8
Buck Henry,3.9
Bud S. Smith,4.4
Bud Townsend,4.2
Bud Yorkin,5.8
Budd Boetticher,6.6
Buddhadev Dasgupta,6.7
Buddy Giovinazzo,6.5
Buddy Van Horn,5.8
Bui Thac Chuy�n,6.6
Burak Aksak,8.1
Burhan Qurbani,7.6
Burny Mattinson,8.0
Burr Steers,6.6
Burt Balaban,5.4
Burt Brinckerhoff,4.4
Burt Gillett,7.2
Burt Kennedy,6.1
Burt Lancaster,6.3
Burt Reynolds,5.9
Burt Topper,6.7
Burton L. King,5.6
Busby Berkeley,6.8
Buster Keaton,7.5
Butch Lukic,5.7
Buz Alexander,
Buzz Kulik,6.5
Byambasuren Davaa,7.7
Byeong-gil Jeong,7.0
Byeong-gon Kim,5.8
Byeong-heon Lee,7.1
Byeong-ki Ahn,6.1
Byeong-woo Kim,7.2
Byrd McDonald,
Byron Chudnow,5.5
Byron Haskin,6.4
Byron Hurt,7.4
Byron Mabe,3.7
Byron Paul,6.0
Byung-chun Min,5.8
B�la Tarr,7.3
B�la Ternovszky,8.4
B�lent Isbilen,5.6
B�rd Breien,7.1
C. Courtney Joyner,5.2
C. Jay Cox,6.5
C. Roma,3.4
C. Thomas Howell,2.1
C.B. Harding,5.3
C.B. Rubin,4.2
C.J. Hunt,6.4
C.M. Talkington,6.0
C.S. Drury,3.7
Cacau Rhoden,
Cal Brunker,5.9
Caleb Deschanel,6.2
Caleb Foss,
Caleb Vetter,6.3
Calin Peter Netzer,7.4
Callie Khouri,5.9
Calvin Reeder,4.3
Calvito Leal,
Cam Archer,6.0
Cameron Casey,3.5
Cameron Covell,7.0
Cameron Crowe,7.1
Camila Guzm�n Urz�a,7.3
Camille Delamarre,5.2
Camillo Bazzoni,6.4
Camillo Mastrocinque,7.0
Camilo Cavalcante,8.0
Camilo Tavares,8.0
Camilo Vila,4.9
Campbell Ex,5.5
Campbell Scott,6.6
Can Evrenol,5.4
Candida Brady,7.5
Canyon Prince,7.1
Cao Guimar�es,7.7
Cao Hamburger,7.3
Caradog W. James,6.1
Carey McKenzie,6.1
Carey Scott,4.3
Carine Adler,6.6
Carl Bessai,5.1
Carl Colby,6.7
Carl Colpaert,5.1
Carl Foreman,7.2
Carl Franklin,6.7
Carl Gottlieb,5.7
Carl Lerner,6.8
Carl Lindbergh,2.9
Carl Medland,4.2
Carl Pierson,5.2
Carl Prechezer,5.3
Carl Reiner,6.4
Carl Rinsch,6.3
Carl Schenkel,5.3
Carl Schultz,5.9
Carl Theodor Dreyer,7.5
Carl Tibbetts,5.8
Carl-Gustav Nykvist,6.7
Carla Garapedian,6.8
Carlene Cordova,6.3
Carles Bosch,7.2
Carles Torrens,5.1
Carleton Ranney,6.7
Carlo Ausino,4.9
Carlo Carlei,6.2
Carlo De Rosa,5.2
Carlo Lavagna,
Carlo Ledesma,6.0
Carlo Lizzani,6.6
Carlo Ludovico Bragaglia,3.3
Carlo Mazzacurati,6.6
Carlo Rola,5.5
Carlo Vanzina,5.3
Carlo Verdone,6.2
Carlo Zoratti,7.5
Carlos Bolado,6.3
Carlos Brooks,6.1
Carlos Carrera,7.0
Carlos Cuar�n,6.7
Carlos C�sar Arbel�ez,7.1
Carlos D. Marquez,6.3
Carlos Diegues,6.5
Carlos Enrique Taboada,7.1
Carlos Galettini,5.1
Carlos Gaviria,7.2
Carlos Hugo Christensen,7.3
Carlos Kaimakamian Carrau,4.1
Carlos Marcovich,7.0
Carlos Marques-Marcet,6.8
Carlos Moreno,6.6
Carlos Puga,6.1
Carlos Ramos Jr.,4.3
Carlos Reygadas,6.6
Carlos Rodr�guez,7.1
Carlos Saldanha,7.1
Carlos Saura,7.2
Carlos Sedes,5.1
Carlos Sorin,6.5
Carlos Stevens,7.5
Carlos Ther�n,4.5
Carlos Velo,7.3
Carlos Vermut,7.3
Carlos �vila,6.5
Carlton J. Albright,5.4
Carmelo Bene,7.1
Carmen Marron,3.8
Carol Frank,4.2
Carol Morley,6.3
Carol Reed,7.2
Carol Wiseman,4.7
Carole Langer,7.2
